node1,node2,combined_score
ICAM1,LBP,0.47
TNF,NAMPT,0.47
IGF2,EGFR,0.47
FAS,B3GAT1,0.47
FGF13,MMP14,0.47
DDIT3,BAX,0.47
RAC1,TGFB1,0.47
HMGCR,ICAM1,0.47
CCND1,ACTA2,0.47
TF,HSD17B6,0.47
CDH1,LGALS3,0.47
MET,IL8,0.47
ITGAM,HBEGF,0.47
KRAS,MMP2,0.47
IL6,SULT2A1,0.47
SREBF2,ABCB11,0.47
FOXM1,PTCH1,0.47
XIAP,CDKN1B,0.47
MME,ITGAL,0.47
IL3,TNFRSF1A,0.47
CEBPA,NFKB1,0.47
ABL1,CASP8,0.47
PTPRC,FGF7,0.47
ADAM17,TP53,0.47
BRCA2,RASSF1,0.47
BCL2L1,PPARG,0.47
BTC,AKT1,0.47
TLR4,CCL3,0.47
KRT8,GAPDH,0.47
EDN1,SERPINC1,0.47
FOS,APEX1,0.47
TF,CA2,0.47
BCL2,BRAF,0.47
ALOX5,IL4,0.47
CSF2,FGF7,0.47
NOS1,CYP19A1,0.47
DDX58,IL6,0.47
BCL2,EPO,0.47
GSTP1,HRAS,0.47
CDKN2A,PPARG,0.47
CDH13,DAP,0.47
PC,PPARA,0.47
KCNJ11,CFTR,0.47
EPCAM,ESR1,0.47
KNG1,MMP2,0.47
BCL2,SST,0.47
RPS6,BCL2,0.47
ITGB6,TIMP1,0.47
ARNT,TSPO,0.47
IL17A,IL7R,0.47
XPA,TSPO,0.47
HP,TSPO,0.47
ABL1,IRS1,0.47
KRT19,BCL2,0.47
CYP1A1,FOS,0.47
FAS,IL7R,0.47
TSPO,TATDN1,0.47
STAT3,APOE,0.47
ATP7A,AKT1,0.47
FGF13,CTGF,0.47
ATF3,CDKN1A,0.47
IGF1,NOTCH1,0.47
NR1I2,F2R,0.47
F2,CDKN1A,0.47
STAT3,GZMB,0.47
BCL2,STK11,0.47
CFB,SNAI2,0.47
MET,NME1,0.47
SERPINC1,APOE,0.47
TLR9,ALB,0.47
MSH2,CCND1,0.47
AKR1B10,ADH1B,0.469
ETS1,NOTCH2,0.469
LPL,ACLY,0.469
CXCR2,GAPDH,0.469
IL18,TGFB1,0.469
HSPA5,ERBB2,0.469
RPS6KA4,NOS3,0.469
XIAP,HSPA5,0.469
NRG1,ADAM17,0.469
AGTR1,TYK2,0.469
IL17REL,ARPC2,0.469
IL10,IL24,0.469
RPS6,PRKCE,0.469
ALB,SERPIND1,0.469
ALAS2,CAT,0.469
CEBPB,CCND1,0.469
CHEK2,CDKN1B,0.469
FGF13,MMP1,0.469
IL10,IFNB1,0.469
JUP,SNAI1,0.469
BCL2L11,MYC,0.469
NPC1,APOA1,0.469
F2,KDR,0.469
EDNRB,AKT1,0.469
CLEC16A,CD6,0.469
JAK2,ACLY,0.469
LARGE,STS,0.469
NOS3,GGT1,0.469
MKI67,BIRC5,0.469
PTK2,NFKB1,0.469
RELA,PLA2G4A,0.469
PRDX6,PHB,0.469
RPS6,CDKN1B,0.469
IL10,FGF2,0.469
GDNF,BCL2,0.469
EDN1,HSD17B6,0.469
TLR4,ATF3,0.469
CYP17A1,GSTT1,0.469
NOD2,SLC11A1,0.469
NOS1,RPS6KA4,0.469
HIF1A,TSC2,0.469
SDHB,PGD,0.469
FAM92B,ATG16L1,0.469
RPS6KA4,NOS2,0.469
RELA,NOTCH2,0.469
GAPDH,TNFRSF10A,0.469
MUC2,KRT20,0.469
PPARA,SLC22A4,0.469
NR1I3,ABCG5,0.469
PCK1,ACOX1,0.469
PTCH1,FGF4,0.469
IRS1,FOXA1,0.469
GSK3B,IGF1R,0.469
MAPK8,KDR,0.468
ERBB2,ABCB1,0.468
GAPDH,ACO2,0.468
MAT1A,GAPDH,0.468
AR,IGFBP1,0.468
GRIN2A,CA2,0.468
CDH1,ACTA2,0.468
GGT1,CCND1,0.468
PDGFRB,IL6,0.468
BRCA1,MUTYH,0.468
TSPO,NOD2,0.468
TF,MYO5B,0.468
ME1,ENO3,0.468
CXCR2,APOE,0.468
TXN,PGD,0.468
CXCR2,AKT1,0.468
PEX13,CAT,0.468
KRT8,MYO5B,0.468
MMP1,FOSL2,0.468
BRCA1,GSTM1,0.468
BACH2,XBP1,0.468
PTHLH,FGF13,0.468
NOS3,BAX,0.468
SCD,SC5DL,0.468
FN1,EGFR,0.468
HSPA9,ACO2,0.468
AKR1C2,TALDO1,0.468
CYP17A1,LEP,0.468
RAP1GAP,RAF1,0.468
MMP14,ADAMTS1,0.468
PTK2,IQGAP1,0.467
CYR61,ATF3,0.467
NCF4,PRICKLE2,0.467
ACTA2,ESR1,0.467
TNF,ALOX5,0.467
BCL2,SNAI2,0.467
PPARA,TGFB1,0.467
CYP1A1,PPIF,0.467
F2,VTN,0.467
MBTPS1,MAPK13,0.467
COMMD1,COX17,0.467
RELA,NOS1,0.467
HRAS,FGF19,0.467
ASPG,PRDX6,0.467
IGF1,ERBB3,0.467
NOS3,UROD,0.467
IGF2,PEG3,0.467
MUC1,KRAS,0.467
RAC1,ERBB3,0.467
ASPG,PRDX2,0.467
ALB,MIF,0.467
HNF4A,KRAS,0.467
GDNF,PHOX2B,0.467
AKT1,GZMB,0.467
TGM2,TRIO,0.467
XIAP,NOS3,0.467
AR,TGFB1,0.467
MMP1,ESR1,0.467
TIMP1,HMOX1,0.467
PPP3CA,HRAS,0.466
FGF19,ERBB3,0.466
E2F1,RRM1,0.466
TNF,CCR2,0.466
LPXN,TPM4,0.466
JUN,STK11,0.466
CYP27A1,SLC10A1,0.466
ACACA,HSPA5,0.466
CDKN2A,IKZF1,0.466
ADH4,GCK,0.466
JUND,COL1A1,0.466
MAPK8,NOS2,0.466
PTPRC,PDGFRA,0.466
WWOX,ANXA2,0.466
TNF,MMP14,0.466
CTNNB1,FOXA1,0.466
ATM,CCNA1,0.465
WWOX,ANXA1,0.465
PARP1,CCR6,0.465
RPS6,FOS,0.465
CTGF,VTN,0.465
TRPV1,CCK,0.465
KRAS,IL2,0.465
CDH13,CTNNB1,0.465
RPS6KA3,EGR1,0.465
JUN,PDYN,0.465
IFNA2,CSF3,0.465
HK3,ACTA2,0.465
MSH2,GAPDH,0.465
ACTB,HK3,0.465
MAGI1,UBE2L3,0.465
BARX1,SFRP1,0.465
CYP17A1,IGFBP1,0.465
YBX1,APOB,0.465
FOXM1,PPARA,0.465
CASP8,NOS3,0.465
MAPK8,APOE,0.465
AGT,APOB,0.465
HRAS,SNAI2,0.465
NOTCH1,CCNE1,0.465
ALDH2,GAPDH,0.465
FGF13,SNAI2,0.465
MMP14,COL1A1,0.465
SOCS3,IL11,0.465
TNF,TYK2,0.465
BRCA1,IGF1R,0.465
EHMT2,TRIM24,0.465
ERBB4,PDGFRA,0.465
NOS3,CDKN1B,0.465
WWOX,HSPB1,0.465
BCL2L1,ERBB3,0.465
MYC,CTGF,0.464
ZSCAN22,BTBD11,0.464
PDIA3,AQP7,0.464
RAC1,STX1A,0.464
TLR4,KIT,0.464
MLH3,UMPS,0.464
ABCB11,ATP7B,0.464
ANXA7,F2,0.464
ALDH1L1,ABAT,0.464
ERBB3,TGFB1,0.464
HSPA1A,CASP3,0.464
TNFSF15,CA2,0.464
AR,ATRX,0.464
IDH1,CAT,0.464
COPS5,PSMA4,0.464
PMS2,UMPS,0.464
CYP2A6,ABCB1,0.464
ZSCAN22,PRICKLE2,0.464
PDIA3,CAT,0.464
CYR61,MMP8,0.464
BMP7,EGFR,0.464
ETS1,NOTCH3,0.463
CDKN2A,PTCH1,0.463
PPARA,MMP2,0.463
IL11,IL1A,0.463
COL4A1,TIMP3,0.463
ATP7A,SLC40A1,0.463
PRKACB,ARPC2,0.463
ACTB,GSK3B,0.463
MMP9,F2R,0.463
IL2RA,PTPN2,0.463
HIF1A,IGF1R,0.463
CUL2,UBE2L3,0.463
BMP7,FGF21,0.463
HSD17B6,IGFBP1,0.463
POMC,PPARA,0.463
ANXA2,SERPINE1,0.463
PTK2,ICAM1,0.463
ERBB2,FOXA1,0.463
FLCN,TSC2,0.463
NOS1,ADH1B,0.463
TF,STAT3,0.463
EDN1,PLG,0.463
HPGDS,ABCB1,0.463
ACE,POMC,0.463
BTG2,RB1,0.463
BCL2L1,PDGFRB,0.463
TSPO,TNFSF10,0.463
MYLK,PLEK,0.463
ALDH1A1,SNAI1,0.463
MYC,BCL2A1,0.463
ASPG,CPS1,0.463
TGFA,AKT1,0.463
HNF4A,NFKB1,0.463
EPCAM,SNAI2,0.463
ABCC8,LEP,0.463
CTRC,CELA3B,0.463
MYO5B,MEGF10,0.463
TYMS,TP53,0.463
TLR4,TNFRSF1A,0.463
PRKACB,RIT1,0.462
SRC,NOTCH3,0.462
SDHB,PKM,0.462
NOS2,HRAS,0.462
MAP3K3,EGFR,0.462
CTNNB1,NDRG1,0.462
MKI67,CDKN1A,0.462
PRKDC,GAPDH,0.462
ATP5H,ACO2,0.462
NOTCH4,KIT,0.462
ANXA2,PDIA3,0.462
HLA-DPB1,HLA-DRB1,0.462
CAST,SRC,0.462
FGF3,TGFB1,0.462
AR,ABL1,0.462
AR,MMP2,0.461
DPYD,SLC23A1,0.461
MAF,IL12A,0.461
SLC30A10,ATP7B,0.461
ACTB,CTSD,0.461
SMAD4,FOXA1,0.461
WIF1,CDH1,0.461
KRT7,MYO5B,0.461
PTGS1,STAT6,0.461
GSTP1,ALDH2,0.461
IL9,STAT3,0.461
RIT1,ELF3,0.461
CYP1A2,UROD,0.461
SDHC,SIRT1,0.461
CTGF,AGT,0.461
F2,IL2,0.461
ADH7,SOD1,0.461
LOXL2,INS,0.461
NOS1,NFKBIA,0.461
NOS3,ACTA2,0.461
IL8,IFNA1,0.461
LINGO2,CAT,0.461
GSTP1,CYP17A1,0.461
AVP,HSD17B6,0.461
ALAS2,SORD,0.461
PTEN,PALB2,0.461
ERBB2,CCNE1,0.461
DPYD,SLC23A2,0.461
IL22,NOD2,0.461
TNF,HRAS,0.461
UBD,PLA2G4A,0.461
CDH1,HBEGF,0.461
ALB,SNAI1,0.461
GCG,CA2,0.461
MMP1,FLT1,0.461
HSPA1B,CFTR,0.46
PPP3CA,IGF1R,0.46
RAC1,ERBB4,0.46
FGF13,MAPK14,0.46
TP63,MMP13,0.46
RELA,NOTCH3,0.46
MAF,IL12B,0.46
PC,ENO1,0.46
DDIT3,HSPB1,0.46
HSPA1B,ENO3,0.46
PTGS1,APC,0.46
PRDX6,NOS3,0.46
RUNX3,NOTCH3,0.46
XRCC3,EPHX1,0.46
ALDOB,PCK1,0.46
HSPA1A,CFTR,0.46
IFNB1,IL2,0.46
MMP9,ADAMTS1,0.46
SLC11A2,SLC30A10,0.46
JAK2,FGF2,0.46
PRKDC,TSC2,0.46
HSPA1B,ENO1,0.46
CNR1,GNA12,0.46
HHEX,NOTCH2,0.459
AREG,INS,0.459
CXCL1,VCAM1,0.459
TP53,IL1B,0.459
CDKN1A,IL2,0.459
PCK1,LEP,0.459
STAT3,HBEGF,0.459
JAK2,CDKN1A,0.459
CD40,ERBB2,0.459
TIMP3,ESR1,0.459
GSTP1,ALB,0.459
PSMB10,COPS5,0.459
MAT1A,LEP,0.459
CA2,IL6,0.459
IL13,IL1A,0.459
CDKN1A,SERPINE1,0.459
GSTA2,AHR,0.459
AR,CA2,0.459
SSTR2,CCK,0.459
NOS2,HDAC7,0.459
RAD51B,ZMIZ1,0.459
FAM92B,IL17REL,0.459
LZTS1,ALDH2,0.459
CTGF,SNAI1,0.459
GSTP1,SFN,0.459
MUC19,ZNF831,0.459
GDNF,BMP7,0.459
IL2RA,TNFRSF1A,0.459
MME,EPCAM,0.459
MAPK8,CDH1,0.459
SREBF2,TSPO,0.459
MTOR,JUND,0.459
LAT,PLEK,0.459
IL10,CAT,0.459
ITGAM,IFNA1,0.459
TNF,HSPA1A,0.459
CTLA4,IL21,0.459
TNF,TXN,0.459
IL11,TGFB1,0.459
IL3,CDKN1A,0.459
AQP3,APOB,0.459
AFP,ESR1,0.459
TNFRSF1B,CCL2,0.459
CYCS,ATP5B,0.459
MAPK8,IL3,0.459
RASSF1,CTNNB1,0.459
TNF,CDKN1A,0.459
LEP,HMGCR,0.459
ATG5,CFLAR,0.459
BRCA2,CYP17A1,0.459
CCK,F2,0.459
CD40,TNFRSF10A,0.459
PPARG,CDKN1B,0.459
CCR5,IL6,0.459
JUN,TNFSF10,0.459
ADAM17,ICAM1,0.459
CELA3B,INS,0.459
ILK,TGFB1,0.459
IFNA1,CD80,0.459
CD44,MUC1,0.459
KCNJ11,TSPO,0.459
COL4A2,IGBP1,0.459
BCAR1,MYLK,0.459
WWOX,BRCA2,0.459
ITGAM,HMOX1,0.459
IGBP1,ICAM1,0.459
SFN,CDH1,0.459
PLG,VCAM1,0.459
IL8,VTN,0.459
FLT1,NFKB1,0.459
IL10,F2,0.459
F2R,IL6,0.459
BRCA2,GSTM1,0.459
RET,LGALS3,0.459
MUC19,YDJC,0.459
IGF1,CAT,0.459
CA3,GAPDH,0.459
DMD,NR1I2,0.459
ALOX5,PPARG,0.459
NR1I2,HPGDS,0.459
PGK1,HSPA9,0.459
GNAS,TP53,0.459
FATE1,SCAP,0.459
BMP7,SIX3,0.459
BRCA2,XPA,0.459
ALOX5,IL8,0.459
NKX2-3,IL23R,0.459
VCAM1,TNFRSF1A,0.459
HIF1A,SIRT1,0.459
BRCA1,INS,0.459
KLF5,PPARD,0.459
ACACA,TSPO,0.459
CTGF,HBEGF,0.459
MTHFR,ADH1B,0.459
NOS1,HDAC7,0.459
BAX,HSPB1,0.459
MET,AREG,0.459
GSTP1,DNMT3B,0.459
CCL7,IL5,0.459
BRCA1,FOS,0.459
LEP,PLIN2,0.459
IL10,PPARA,0.459
JAK2,CTNNB1,0.459
CD40,BCL2A1,0.459
F5,NOS3,0.459
PLG,EGFR,0.459
IKZF1,FOS,0.459
CCR2,APOE,0.459
IL10RB,TYK2,0.459
PTEN,FASN,0.459
PTPRC,IGF1,0.459
NOS1,ALB,0.459
MAPK14,PPP5C,0.459
ICAM1,GGT1,0.459
SLC29A1,NT5E,0.459
GAST,GH1,0.459
ALB,SOD1,0.459
IL10,EDN1,0.459
GADD45A,NFKB1,0.459
PRKAA1,HIF1A,0.459
GAPDH,OSM,0.459
DENND1B,IL9,0.459
FABP7,FGF2,0.459
GSTP1,PTEN,0.459
MTRR,HDAC7,0.459
CYP17A1,REN,0.459
STK11,NFKB1,0.459
MMP9,HMGCR,0.459
IRS1,MTTP,0.459
APOE,GGT1,0.459
FHIT,TIMP3,0.459
MTR,TERT,0.459
NOS3,CCND1,0.459
ALB,IL11,0.459
CXCL12,CTGF,0.459
IKBKG,BCL2L1,0.459
TSPO,MADCAM1,0.459
ABCC2,HMGCR,0.459
SEL1L,NOD2,0.459
LPL,ESR1,0.459
TF,ACE,0.459
HSD17B6,APOE,0.459
EGFR,IDH1,0.459
PTK2,LPP,0.459
GPC3,HHIP,0.459
COL3A1,ERBB2,0.459
STAT3,BIRC3,0.459
AKT1,EFNB2,0.459
SST,FGF2,0.459
EGFR,AXIN1,0.459
SCD,TSPO,0.459
BCL2,ILK,0.459
CTGF,FGF7,0.459
STAT3,JAG1,0.459
C1S,ALB,0.459
HSD11B2,ALB,0.459
PPP3CA,TSPO,0.459
CHEK2,BCL2L1,0.459
NOD2,STAT3,0.459
IRS1,SST,0.459
HRAS,DNMT3A,0.459
ABCB11,SULT2A1,0.459
TSPO,SKP2,0.459
PRKDC,CCND1,0.459
TSPO,NOS2,0.459
CXCL12,TIMP2,0.459
REN,NFKB1,0.459
ACE,APOA1,0.459
PTER,RGN,0.459
ABCD3,PPARA,0.459
AR,STAT1,0.459
ATOX1,LOX,0.459
TSPO,PDGFRA,0.459
SRC,CFTR,0.459
PPARA,ACTA2,0.459
ALB,IAPP,0.459
IL3,TGFB1,0.459
CDKN2A,RAF1,0.459
CHEK2,ALB,0.459
TSPO,JUND,0.459
LEP,KNG1,0.459
AR,FASN,0.459
IL3,VCAM1,0.459
SRC,NOTCH2,0.458
CD40,NOS3,0.458
SRC,ABCB1,0.458
ABL1,ERBB3,0.458
SERPINA1,F2,0.458
CCNE1,KRAS,0.458
ABAT,ALDH1A2,0.458
CEBPD,STK11,0.458
ATF3,BCL2,0.458
TNF,JUND,0.458
BCL2L1,SIRT1,0.458
NOS2,ICAM1,0.458
PRKACB,MAPK13,0.458
ADH7,PKM,0.458
ACLY,PSMA4,0.458
GDF15,FGF21,0.458
MMP9,FOSL2,0.458
OCLN,EGFR,0.457
IL3,IL1B,0.457
CTLA4,IFNG,0.457
IL6,SIRT1,0.457
CTGF,MAPK8,0.457
LAT,NR0B2,0.457
FAM92B,CCNY,0.457
DENND1B,GSDMB,0.457
PTGS2,HSD17B6,0.457
HSD17B6,BCL2A1,0.457
CYR61,TP53,0.457
SCD,FABP5,0.457
CCND1,NFKBIA,0.457
AVP,F2,0.457
VCAM1,TP53,0.457
ERBB3,PDGFRA,0.457
ALB,APEX1,0.457
CFLAR,ALB,0.457
CYR61,GAPDH,0.457
IRF2,STAT3,0.457
HGFAC,DLG5,0.457
GSTP1,PTGS2,0.457
IL18,IL12B,0.457
GAST,IGF1,0.457
CTNNB1,ACTA2,0.457
BCL2,CEBPB,0.457
PPARG,FGF2,0.457
TNF,NOTCH1,0.457
AGT,VCAM1,0.457
CYR61,MMP2,0.457
HIF1A,KIT,0.457
FASN,POMC,0.457
ATG5,NOD2,0.457
RPS6KA4,HRAS,0.457
PRKDC,JAZF1,0.457
IL8,AREG,0.457
JAG1,INS,0.457
CD44,CD80,0.457
HP,GGT1,0.457
NLRP3,TNFRSF1A,0.457
CYP7A1,MVK,0.457
MET,ACLY,0.457
ADH1B,ACO2,0.457
CD40,CCND1,0.457
CHP1,PPP5C,0.457
RELA,INS,0.457
ABCC8,UCP2,0.457
ETS1,ID2,0.457
PPARG,TIMP1,0.457
AKR1C2,ADH1B,0.457
TSPO,RRM1,0.457
TTLL9,SLC38A9,0.457
SPP1,ICAM1,0.457
LDLR,NR1H4,0.457
ABCC3,IL1B,0.457
ZSCAN22,WDR17,0.457
MYC,SST,0.457
TH,AR,0.457
TLR4,KRAS,0.457
TLR4,F2,0.457
WWOX,SNCA,0.457
IL10,SRC,0.457
CD44,CTNNB1,0.457
KCNJ11,IRS1,0.457
IL11,IL1B,0.457
AVP,SLC9A1,0.457
MUC2,IL9,0.457
MMP13,TGFB1,0.457
HHEX,GAPDH,0.457
BRCA1,RET,0.457
ITGAM,RARA,0.457
MMP9,SDHC,0.457
PIK3CA,CDKN1B,0.457
CFLAR,ICAM1,0.457
TMEM132D,BCL2,0.457
SST,ADM,0.457
RPS6,UBD,0.457
TRPV1,PDYN,0.457
MYC,HSPA5,0.457
IGF1R,ACLY,0.457
CCL7,ALB,0.457
EGFR,CAT,0.457
GSTP1,KRAS,0.457
NFE2L2,GSTM1,0.457
VEGFA,MIF,0.457
IL10,IL26,0.457
ITGAM,JAK2,0.457
MTOR,JAZF1,0.457
ALOX5,CCL3,0.457
IL10,HLA-DQB1,0.457
TNF,HP,0.457
CDKN1A,ACTA2,0.457
ABL1,CSF3,0.457
GCG,SSTR1,0.457
MYC,HMOX1,0.457
CYP1A1,INS,0.457
CA2,AKT1,0.457
MMP9,SERPINH1,0.457
IFNB1,TLR9,0.457
MME,SNCA,0.457
BRCA2,LSP1,0.457
DNMT3A,KRAS,0.457
LEP,PON1,0.457
MCL1,FASLG,0.457
PPP3CA,PRKCB,0.457
GSTP1,SERPINA1,0.457
GPX1,FBP1,0.457
PTPRC,FOS,0.457
VEGFA,IFNA1,0.457
ADAD1,IL18R1,0.457
NR5A2,ABCG5,0.457
XIAP,ICAM1,0.457
SERPINC1,REN,0.457
AREG,GAPDH,0.457
TREM1,MIF,0.457
FN1,VTN,0.457
SOD1,GAPDH,0.457
AR,PUS10,0.457
AR,NOTCH1,0.457
CYP1A1,SDHC,0.457
FECH,SLC9A3,0.457
SDHC,EGFR,0.457
HNF4A,CEBPB,0.457
FASN,APOA1,0.457
TLR4,MMP1,0.457
ERBB2,MLH1,0.457
DNMT3A,GAPDH,0.457
NEIL1,ABCG5,0.457
CCK,SLC2A2,0.457
HLA-C,IL23R,0.457
AXIN1,GAPDH,0.457
ITGAL,FAS,0.457
KRAS,WNT3,0.457
ADIPOQ,SULT2A1,0.457
GPX1,INS,0.457
PPARD,VGF,0.457
TCF19,HLA-C,0.457
MAF,INS,0.457
NR1I3,DMD,0.457
TF,VEGFA,0.457
NOTCH4,TSPO,0.457
TSPO,NR0B2,0.457
PPP3CA,SLC9A1,0.456
PDGFB,BCL2,0.456
AR,GGT1,0.456
AKT1,TIMP3,0.456
TIMP2,APOE,0.456
ABCD3,CPT1B,0.456
PDX1,IRS2,0.456
IL11,IL2,0.456
LDLR,PEPD,0.456
VEGFA,HEY1,0.456
ACLY,TST,0.456
CTNNB1,IL6,0.456
BCL2L1,PLEK,0.456
MMP1,LOX,0.456
HNF4A,LEP,0.456
VEGFA,LOX,0.456
KIT,NFKB1,0.456
NR1H4,APOE,0.456
TIMP2,INS,0.456
BCL2,ITGB6,0.456
PTPRC,IL1B,0.456
ABCC8,ALB,0.456
MCL1,FOS,0.456
GPC3,KRT7,0.456
GSK3B,ERBB2,0.456
NOTCH2,CCND1,0.456
ADAMTS1,EREG,0.456
CXCL12,CCND1,0.456
FOXM1,NOTCH1,0.456
GREM1,TGFB1,0.456
FRMD4B,TUBD1,0.456
WWOX,ALB,0.456
IL22,IL1B,0.456
BRCA2,MUTYH,0.456
TERT,CDH1,0.456
TNF,ATP7B,0.456
PRDX2,HSPB1,0.456
GC,CTLA4,0.456
TF,RAC1,0.456
PDGFRB,CSF3,0.456
BCL2L1,ITGB6,0.456
PTK2,NOS3,0.456
PIK3CA,EREG,0.456
CDKN2A,PRSS1,0.456
FGF13,FGF21,0.456
STAT4,BCL2L1,0.456
MCL1,ITGB6,0.456
PRICKLE2,WNT3,0.456
C1orf106,TUBD1,0.456
MMP14,IL8,0.456
YBX1,ERBB2,0.456
SMAD2,NFKB1,0.456
TRIM37,INS,0.456
RDX,TUBD1,0.456
ME1,FASN,0.456
MTOR,HMOX1,0.456
BIRC5,ERBB3,0.456
ADM,GAPDH,0.456
BCL2,FOXP1,0.456
BCAR1,TP53,0.456
TIMP3,IL6,0.456
APOB,CCL2,0.456
ADIPOQ,FGF21,0.456
HSD3B2,NR0B2,0.456
EHMT2,IGF2R,0.456
ABCC2,ATP8B1,0.456
GSTP1,BCL2,0.456
BTBD11,WDR17,0.456
SST,IGFBP2,0.456
TNFRSF10B,AKT1,0.456
SSTR3,IFT88,0.456
GSTP1,AR,0.456
CYP7B1,MVK,0.455
BTNL2,NOTCH4,0.455
LDLR,IL6,0.455
ME1,ENO1,0.455
FUT2,ALB,0.455
HLA-DQB1,PTPN22,0.455
EHMT2,ATRX,0.455
ADH1B,NOS3,0.455
FGF13,SNAI1,0.455
IL27,IL17A,0.455
ALB,PTGIR,0.455
JUN,CYP2E1,0.455
SOD2,NFKB1,0.455
BMP7,SPP1,0.455
HEY1,SNAI1,0.455
MTHFR,IL6,0.455
TIMP3,APOE,0.455
ALDH1A1,TP53,0.455
IL5,TGFB1,0.455
NR1H3,CYP27A1,0.455
PEX1,CAT,0.455
LDLR,F5,0.455
MAOB,EHMT2,0.455
IGF2,GH1,0.455
CDKN2A,MMP9,0.455
PRSS3,CFTR,0.455
IGF1R,PPARA,0.455
ATF3,EGFR,0.455
CCR5,GAPDH,0.455
CCNY,IL17REL,0.455
PTEN,MKI67,0.455
A2M,CP,0.454
MCL1,HDAC7,0.454
JUN,MMP8,0.454
PPP3CB,IRF2,0.454
PPARG,IGF1R,0.454
TP53,CSF3,0.454
PDGFB,CCND1,0.454
SREBF1,ADD1,0.454
CPT1B,PPARD,0.454
VCAM1,REN,0.454
ACOX1,PEX1,0.454
TSPO,FDFT1,0.454
PCSK5,UMPS,0.454
TLR9,GZMB,0.454
ETS1,TSPO,0.454
BCL2,HSD17B6,0.454
TRPV1,SCNN1A,0.454
STK11,AKT1,0.454
RPS6,STAT3,0.454
ILK,SNAI2,0.454
TST,STS,0.454
ADAM17,ACE,0.454
RELA,MCL1,0.454
CDKN2A,JAZF1,0.454
MANF,PRSS1,0.454
F2R,EGFR,0.454
PALLD,PALB2,0.454
TSPO,APEH,0.454
IL8,TNFRSF1A,0.454
BCL2A1,HDAC7,0.454
NR1I2,TSPO,0.454
BCL2L1,RB1,0.454
GREM1,SMAD2,0.454
PTGS2,ICAM1,0.454
GLUL,ARG2,0.454
KDR,SPARC,0.454
ACACA,CYP2E1,0.454
TYK2,RAF1,0.454
PKM,ADH4,0.454
SPP1,SERPINE1,0.454
CCL7,CSF2,0.454
ERBB4,COL1A1,0.454
FOXM1,EGR1,0.454
IL22,STAT6,0.454
CSF2,TIMP1,0.454
PARK7,HSPA9,0.453
SERPINC1,A2M,0.453
KRT18,TSPO,0.453
FASN,CAT,0.453
LPP,KIAA1109,0.453
ICOSLG,CD40,0.453
HSPB1,CCND1,0.453
ALOX15,LOX,0.453
SH2B3,KIAA1109,0.453
SLC2A1,PNKD,0.453
IL17A,CCL5,0.453
ATG16L1,NLRP3,0.453
SNCA,LPP,0.453
PRKACB,SFN,0.453
NOS1,FLT1,0.453
CYP1A1,FDFT1,0.453
CTGF,SERPINH1,0.453
PLG,ACE,0.453
PTPRC,GGT1,0.453
ACOX1,SCARB1,0.453
EGR1,PDYN,0.453
TNF,IL12A,0.453
SLC2A1,NR1H3,0.453
SRC,PEPD,0.453
VEGFA,GDF2,0.453
SOD1,HMOX1,0.453
STAT1,IL18,0.453
ERBB4,FGF19,0.453
ICOS,CXCR5,0.453
NOS3,IL1B,0.452
ENO3,RARA,0.452
PLIN2,MTTP,0.452
SRC,SNAI2,0.452
PTEN,JAG1,0.452
PTCH1,ERBB3,0.452
BRCA1,APEX1,0.452
SERPINB2,IFNG,0.452
HNF4A,SFRP2,0.452
BCL2L1,ABCB1,0.452
GCG,SRC,0.452
TGFBR2,INHBA,0.452
TNF,CDKN1B,0.452
FBP1,ME1,0.452
GPX3,FBP1,0.452
IGF1R,SIRT1,0.452
XIAP,KRAS,0.452
TGFB1,GZMB,0.452
BRCA2,CYP1A1,0.452
SMAD4,GSK3B,0.452
FAS,CDKN1A,0.452
ADIPOQ,GHSR,0.452
JUN,RPS6KA4,0.452
ERBB2,SMAD2,0.452
KDR,HMOX1,0.452
BMP7,COL1A1,0.452
F2,TGM1,0.452
TRPV1,SCNN1G,0.452
BCL2,TYMP,0.452
BCL2,SERPINE1,0.452
NEIL1,ABCG8,0.452
SERPINC1,SERPIND1,0.452
LINGO2,HRAS,0.452
ALB,ATP8B1,0.452
STAT3,SNAI2,0.452
RAC1,NOS1,0.452
ICAM1,IFNG,0.452
HADHB,ENO3,0.452
MYC,MAF,0.452
ABL1,ACLY,0.452
PTEN,GADD45A,0.451
NOTCH3,EFNB2,0.451
SPP1,FOS,0.451
PRKCA,TSC1,0.451
KCNJ11,UCP2,0.451
DDIT3,NFKB1,0.451
PPP3CA,IRF2,0.451
APOA1,GAPDH,0.451
SRC,NRG1,0.451
ADAM17,MMP13,0.451
PPP3CA,RET,0.451
BMP7,AKT1,0.451
SRC,PKM,0.451
GNMT,GAPDH,0.451
TSPO,UCP2,0.451
RET,NOTCH1,0.451
HSPA9,NFKB1,0.451
FOS,OSM,0.451
NOTCH4,FABP5,0.451
TF,CFTR,0.451
CTGF,RAF1,0.451
PSMB10,SFMBT1,0.451
GPNMB,IL2,0.451
MYLK,FOS,0.451
SOD2,MMP8,0.451
CD40,CEBPB,0.451
CYP7A1,GAPDH,0.451
FGF19,TGFB1,0.451
MT1G,CRABP1,0.451
PRKCB,ACTA2,0.451
PPP3CA,FLT1,0.451
TRPM7,CYP19A1,0.451
